name,TSID,turn_in_leg,pbt_start,n_throws,triple_seq,n_success,wonprevious
Cristo Reyes,44,1,501,3,1 0 0,1,0
Cristo Reyes,44,2,402,3,0 0 0,0,0
Cristo Reyes,44,3,361,3,1 0 1,2,0
Cristo Reyes,44,4,221,1,1,1,0
Cristo Reyes,45,1,501,3,0 1 1,2,1
Cristo Reyes,45,2,367,3,0 1 0,1,1
Cristo Reyes,45,3,267,3,0 0 0,0,1
Cristo Reyes,45,4,208,1,1,1,1
Cristo Reyes,46,1,501,3,0 0 0,0,0
Cristo Reyes,46,2,459,3,1 1 1,3,0
Cristo Reyes,46,3,279,3,0 0 0,0,0
Cristo Reyes,46,4,234,3,0 0 0,0,0
Cristo Reyes,47,1,501,3,0 0 1,1,0
Cristo Reyes,47,2,406,3,1 1 1,3,0
Cristo Reyes,47,3,226,2,0 1,1,0
Cristo Reyes,48,1,501,3,1 1 1,3,0
Cristo Reyes,48,2,321,3,1 1 1,3,0
Cristo Reyes,49,1,501,3,1 0 1,2,1
Cristo Reyes,49,2,361,3,0 1 1,2,1
Cristo Reyes,49,3,221,2,0 1,1,1
Cristo Reyes,50,1,501,3,1 0 0,1,1
Cristo Reyes,50,2,401,3,1 0 0,1,1
Cristo Reyes,50,3,321,3,1 1 0,2,1
Cristo Reyes,50,4,181,1,0,0,1
Cristo Reyes,51,1,501,3,0 1 0,1,1
Cristo Reyes,51,2,401,3,1 1 0,2,1
Cristo Reyes,51,3,276,3,0 0 1,1,1
Cristo Reyes,52,1,501,3,0 0 0,0,0
Cristo Reyes,52,2,442,3,0 0 1,1,0
Cristo Reyes,52,3,349,3,0 0 0,0,0
Cristo Reyes,52,4,289,3,1 0 1,2,0
Cristo Reyes,53,1,501,3,1 0 0,1,0
Cristo Reyes,53,2,402,3,1 1 1,3,0
Cristo Reyes,53,3,222,1,1,1,0
Cristo Reyes,54,1,501,3,0 1 0,1,1
Cristo Reyes,54,2,401,3,0 1 1,2,1
Cristo Reyes,54,3,267,2,1 1,2,1
Cristo Reyes,55,1,501,3,1 1 1,3,0
Cristo Reyes,55,2,321,3,0 0 0,0,0
Cristo Reyes,55,3,266,3,0 0 1,1,0
Cristo Reyes,55,4,189,1,0,0,0
Cristo Reyes,56,1,501,3,0 1 1,2,1
Cristo Reyes,56,2,382,3,0 0 1,1,1
Cristo Reyes,56,3,282,3,0 0 1,1,1
Cristo Reyes,56,4,186,1,0,0,1
Cristo Reyes,57,1,501,3,0 0 1,1,0
Cristo Reyes,57,2,401,3,0 1 1,2,0
Cristo Reyes,57,3,267,2,1 1,2,0
Cristo Reyes,58,1,501,3,0 1 1,2,1
Cristo Reyes,58,2,367,3,0 1 1,2,1
Cristo Reyes,58,3,233,1,1,1,1
Cristo Reyes,59,1,501,3,0 1 0,1,1
Cristo Reyes,59,2,405,3,1 0 1,2,1
Cristo Reyes,59,3,268,2,1 1,2,1
Cristo Reyes,60,1,501,3,1 0 0,1,1
Cristo Reyes,60,2,401,3,0 0 1,1,1
Cristo Reyes,60,3,304,3,1 1 0,2,1
Cristo Reyes,61,1,501,3,1 0 0,1,0
Cristo Reyes,61,2,401,3,0 0 1,1,0
Cristo Reyes,61,3,304,3,1 0 1,2,0
Cristo Reyes,62,1,501,3,0 1 1,2,1
Cristo Reyes,62,2,361,3,0 1 0,1,1
Cristo Reyes,62,3,276,3,0 0 1,1,1
Cristo Reyes,63,1,501,3,0 0 1,1,0
Cristo Reyes,63,2,401,3,0 0 0,0,0
Cristo Reyes,63,3,341,3,1 0 0,1,0
Cristo Reyes,63,4,241,2,0 1,1,0
Cristo Reyes,64,1,501,3,1 1 0,2,0
Cristo Reyes,64,2,361,3,1 0 0,1,0
Cristo Reyes,64,3,261,3,0 0 0,0,0
Cristo Reyes,64,4,220,3,0 0 0,0,0
Cristo Reyes,65,1,501,3,1 0 0,1,0
Cristo Reyes,65,2,401,3,1 0 1,2,0
Cristo Reyes,65,3,261,3,0 1 1,2,0
Cristo Reyes,66,1,501,3,0 1 1,2,1
Cristo Reyes,66,2,367,3,0 1 1,2,1
Cristo Reyes,66,3,227,1,1,1,1
Cristo Reyes,67,1,501,3,0 1 1,2,0
Cristo Reyes,67,2,367,3,0 0 1,1,0
Cristo Reyes,67,3,290,3,0 0 1,1,0
Cristo Reyes,67,4,196,1,1,1,0
Cristo Reyes,68,1,501,3,1 1 1,3,1
Cristo Reyes,68,2,321,3,0 0 0,0,1
Cristo Reyes,68,3,276,3,1 0 0,1,1
Cristo Reyes,69,1,501,3,1 0 0,1,1
Cristo Reyes,69,2,401,3,0 1 1,2,1
Cristo Reyes,69,3,261,3,1 0 1,2,1
Cristo Reyes,70,1,501,3,0 1 0,1,1
Cristo Reyes,70,2,401,3,0 0 1,1,1
Cristo Reyes,70,3,304,3,1 1 1,3,1
Cristo Reyes,71,1,501,3,0 1 0,1,1
Cristo Reyes,71,2,401,3,0 0 0,0,1
Cristo Reyes,71,3,344,3,0 1 1,2,1
Cristo Reyes,71,4,204,1,1,1,1
Cristo Reyes,72,1,501,3,0 0 0,0,0
Cristo Reyes,72,2,444,3,0 0 0,0,0
Cristo Reyes,72,3,385,3,1 0 0,1,0
Cristo Reyes,72,4,285,3,1 0 0,1,0
Cristo Reyes,72,5,185,1,0,0,0
Cristo Reyes,73,1,501,3,0 0 0,0,0
Cristo Reyes,73,2,442,3,1 0 1,2,0
Cristo Reyes,73,3,302,3,1 0 0,1,0
Cristo Reyes,73,4,215,2,0 0,0,0
Cristo Reyes,74,1,501,3,0 1 0,1,0
Cristo Reyes,74,2,401,3,1 0 1,2,0
Cristo Reyes,74,3,261,3,1 0 0,1,0
Cristo Reyes,75,1,501,3,0 0 1,1,0
Cristo Reyes,75,2,408,3,0 0 0,0,0
Cristo Reyes,75,3,384,3,0 1 0,1,0
Cristo Reyes,75,4,288,2,1 1,2,0
Cristo Reyes,76,1,501,3,1 0 1,2,0
Cristo Reyes,76,2,361,3,0 1 1,2,0
Cristo Reyes,76,3,227,2,0 1,1,0
Cristo Reyes,77,1,501,3,0 0 0,0,1
Cristo Reyes,77,2,441,3,1 0 1,2,1
Cristo Reyes,77,3,306,3,0 1 0,1,1
Cristo Reyes,77,4,206,1,1,1,1
Cristo Reyes,78,1,501,3,0 0 1,1,1
Cristo Reyes,78,2,402,3,0 1 1,2,1
Cristo Reyes,78,3,262,3,1 0 0,1,1
Cristo Reyes,79,1,501,3,1 1 1,3,1
Cristo Reyes,79,2,321,3,0 0 0,0,1
Cristo Reyes,79,3,280,3,1 0 0,1,1
Cristo Reyes,79,4,180,1,0,0,1
Cristo Reyes,80,1,501,3,0 1 1,2,1
Cristo Reyes,80,2,367,3,0 0 0,0,1
Cristo Reyes,80,3,309,3,0 0 1,1,1
Cristo Reyes,80,4,216,2,0 1,1,1
Cristo Reyes,81,1,501,3,1 0 1,2,0
Cristo Reyes,81,2,361,3,1 0 0,1,0
Cristo Reyes,81,3,300,3,0 0 0,0,0
Cristo Reyes,81,4,240,3,0 0 0,0,0
Cristo Reyes,81,5,180,1,1,1,0
Cristo Reyes,82,1,501,3,1 1 1,3,0
Cristo Reyes,82,2,321,3,1 1 1,3,0
Cristo Reyes,83,1,501,3,1 0 0,1,1
Cristo Reyes,83,2,401,3,1 1 1,3,1
Cristo Reyes,83,3,221,1,1,1,1
Cristo Reyes,84,1,501,3,0 1 0,1,0
Cristo Reyes,84,2,401,3,0 0 1,1,0
Cristo Reyes,84,3,304,3,0 0 0,0,0
Cristo Reyes,84,4,259,3,1 0 1,2,0
Cristo Reyes,85,1,501,3,1 1 1,3,0
Cristo Reyes,85,2,321,3,1 0 1,2,0
Cristo Reyes,85,3,181,1,0,0,0
Cristo Reyes,86,1,501,3,0 0 0,0,1
Cristo Reyes,86,2,441,3,0 0 1,1,1
Cristo Reyes,86,3,344,3,1 1 0,2,1
Cristo Reyes,87,1,501,3,0 1 0,1,0
Cristo Reyes,87,2,401,3,0 0 0,0,0
Cristo Reyes,87,3,341,3,0 0 1,1,0
Cristo Reyes,87,4,245,3,0 0 1,1,0
Cristo Reyes,88,1,501,3,0 0 1,1,0
Cristo Reyes,88,2,401,3,0 1 0,1,0
Cristo Reyes,88,3,320,3,1 1 0,2,0
Cristo Reyes,88,4,180,1,0,0,0
Cristo Reyes,89,1,501,3,0 0 1,1,0
Cristo Reyes,89,2,406,3,0 0 0,0,0
Cristo Reyes,89,3,346,3,0 0 0,0,0
Cristo Reyes,89,4,286,3,0 1 0,1,0
Cristo Reyes,89,5,190,1,1,1,0
Cristo Reyes,90,1,501,3,0 1 0,1,0
Cristo Reyes,90,2,401,3,1 0 1,2,0
Cristo Reyes,90,3,261,3,0 0 0,0,0
Cristo Reyes,91,1,501,3,0 0 1,1,0
Cristo Reyes,91,2,404,3,1 0 0,1,0
Cristo Reyes,91,3,305,3,0 1 0,1,0
Cristo Reyes,91,4,205,2,0 1,1,0
Cristo Reyes,92,1,501,3,0 1 0,1,1
Cristo Reyes,92,2,420,3,1 0 0,1,1
Cristo Reyes,92,3,320,3,0 0 0,0,1
Cristo Reyes,92,4,260,3,1 0 0,1,1
Cristo Reyes,93,1,501,3,0 0 0,0,1
Cristo Reyes,93,2,444,3,0 0 0,0,1
Cristo Reyes,93,3,384,3,1 0 1,2,1
Cristo Reyes,93,4,244,3,0 0 0,0,1
Cristo Reyes,93,5,187,1,0,0,1
Cristo Reyes,94,1,501,3,1 0 1,2,0
Cristo Reyes,94,2,364,3,1 1 1,3,0
Cristo Reyes,94,3,184,1,0,0,0
Cristo Reyes,95,1,501,3,1 0 0,1,1
Cristo Reyes,95,2,401,3,0 0 0,0,1
Cristo Reyes,95,3,360,3,0 0 1,1,1
Cristo Reyes,95,4,260,3,0 1 1,2,1
Cristo Reyes,96,1,501,3,0 1 0,1,0
Cristo Reyes,96,2,401,3,1 1 0,2,0
Cristo Reyes,96,3,261,3,0 0 0,0,0
Cristo Reyes,97,1,501,3,1 0 0,1,0
Cristo Reyes,97,2,401,3,0 1 1,2,0
Cristo Reyes,97,3,267,2,1 1,2,0
Cristo Reyes,98,1,501,3,1 1 0,2,1
Cristo Reyes,98,2,361,3,0 1 0,1,1
Cristo Reyes,98,3,261,3,0 0 0,0,1
Cristo Reyes,98,4,204,1,1,1,1
Cristo Reyes,99,1,501,3,1 0 1,2,0
Cristo Reyes,99,2,361,3,1 0 0,1,0
Cristo Reyes,99,3,262,2,1 1,2,0
Cristo Reyes,100,1,501,3,0 1 0,1,1
Cristo Reyes,100,2,405,3,0 0 1,1,1
Cristo Reyes,100,3,309,3,0 1 0,1,1
Cristo Reyes,100,4,210,2,0 0,0,1
Cristo Reyes,101,1,501,3,0 1 1,2,0
Cristo Reyes,101,2,361,3,0 0 0,0,0
Cristo Reyes,101,3,301,3,1 1 1,3,0
Cristo Reyes,102,1,501,3,0 0 0,0,0
Cristo Reyes,102,2,441,3,0 0 0,0,0
Cristo Reyes,102,3,384,3,1 0 1,2,0
Cristo Reyes,102,4,266,3,0 0 0,0,0
Cristo Reyes,102,5,225,3,0 0 0,0,0
Cristo Reyes,103,1,501,3,0 0 0,0,0
Cristo Reyes,103,2,442,3,0 1 0,1,0
Cristo Reyes,103,3,346,3,0 1 1,2,0
Cristo Reyes,103,4,206,2,0 1,1,0
Cristo Reyes,104,1,501,3,0 1 0,1,0
Cristo Reyes,104,2,401,3,0 1 0,1,0
Cristo Reyes,104,3,318,3,1 0 0,1,0
Cristo Reyes,104,4,233,1,1,1,0
Cristo Reyes,105,1,501,3,0 1 1,2,0
Cristo Reyes,105,2,364,3,0 0 1,1,0
Cristo Reyes,105,3,267,3,0 0 0,0,0
Cristo Reyes,105,4,208,2,0 0,0,0
Cristo Reyes,106,1,501,3,0 1 0,1,0
Cristo Reyes,106,2,401,3,0 0 0,0,0
Cristo Reyes,106,3,355,3,1 0 0,1,0
Cristo Reyes,106,4,256,2,1 0,1,0
Cristo Reyes,107,1,501,3,1 1 1,3,1
Cristo Reyes,107,2,321,3,0 0 0,0,1
Cristo Reyes,107,3,263,3,0 0 0,0,1
Cristo Reyes,107,4,204,1,1,1,1
Cristo Reyes,108,1,501,3,1 1 1,3,0
Cristo Reyes,108,2,321,3,1 0 1,2,0
Cristo Reyes,108,3,181,1,0,0,0
Cristo Reyes,109,1,501,3,0 1 1,2,1
Cristo Reyes,109,2,361,3,0 1 1,2,1
Cristo Reyes,109,3,227,3,0 0 0,0,1
Cristo Reyes,109,4,182,1,0,0,1
Cristo Reyes,110,1,501,3,0 1 0,1,0
Cristo Reyes,110,2,403,3,0 1 1,2,0
Cristo Reyes,110,3,269,3,1 0 0,1,0
Cristo Reyes,111,1,501,3,0 0 0,0,1
Cristo Reyes,111,2,441,3,0 0 0,0,1
Cristo Reyes,111,3,399,3,1 1 0,2,1
Cristo Reyes,111,4,276,3,1 0 0,1,1
Cristo Reyes,112,1,501,3,0 0 1,1,0
Cristo Reyes,112,2,401,3,0 0 0,0,0
Cristo Reyes,112,3,341,3,1 1 0,2,0
Cristo Reyes,112,4,221,2,0 1,1,0
Cristo Reyes,113,1,501,3,0 1 1,2,1
Cristo Reyes,113,2,361,3,1 0 1,2,1
Cristo Reyes,113,3,226,1,1,1,1
Cristo Reyes,114,1,501,3,1 1 1,3,1
Cristo Reyes,114,2,324,3,0 1 1,2,1
Cristo Reyes,114,3,196,1,0,0,1
Cristo Reyes,115,1,501,3,0 0 1,1,1
Cristo Reyes,115,2,406,3,1 1 1,3,1
Cristo Reyes,115,3,226,3,0 0 1,1,1
Cristo Reyes,116,1,501,3,1 1 1,3,1
Cristo Reyes,116,2,321,3,0 0 1,1,1
Cristo Reyes,116,3,221,2,0 1,1,1
Cristo Reyes,117,1,501,3,1 1 0,2,1
Cristo Reyes,117,2,362,3,0 0 1,1,1
Cristo Reyes,117,3,266,3,0 1 0,1,1
Cristo Reyes,118,1,501,3,1 0 1,2,0
Cristo Reyes,118,2,361,3,1 1 0,2,0
Cristo Reyes,118,3,221,2,0 1,1,0
Cristo Reyes,119,1,501,3,0 0 0,0,1
Cristo Reyes,119,2,460,3,0 0 1,1,1
Cristo Reyes,119,3,363,3,1 1 0,2,1
Cristo Reyes,119,4,223,2,0 1,1,1
Cristo Reyes,120,1,501,3,0 1 1,2,0
Cristo Reyes,120,2,376,3,1 1 0,2,0
Cristo Reyes,120,3,251,2,1 1,2,0
Cristo Reyes,121,1,501,3,1 0 0,1,1
Cristo Reyes,121,2,401,3,1 1 1,3,1
Cristo Reyes,121,3,221,1,1,1,1
Cristo Reyes,122,1,501,3,0 1 1,2,1
Cristo Reyes,122,2,361,3,0 0 1,1,1
Cristo Reyes,122,3,268,3,0 0 0,0,1
Cristo Reyes,122,4,210,2,0 0,0,1
Cristo Reyes,123,1,501,3,1 1 0,2,0
Cristo Reyes,123,2,361,3,0 0 0,0,0
Cristo Reyes,123,3,302,3,1 1 0,2,0
Cristo Reyes,124,1,501,3,0 1 0,1,0
Cristo Reyes,124,2,401,3,1 1 1,3,0
Cristo Reyes,124,3,224,3,0 0 0,0,0
Cristo Reyes,125,1,501,3,0 0 0,0,1
Cristo Reyes,125,2,446,3,0 0 0,0,1
Cristo Reyes,125,3,386,3,0 1 0,1,1
Cristo Reyes,125,4,301,3,1 0 0,1,1
Cristo Reyes,126,1,501,3,0 0 1,1,0
Cristo Reyes,126,2,420,3,0 0 1,1,0
Cristo Reyes,126,3,327,3,0 0 0,0,0
Cristo Reyes,126,4,269,3,0 0 0,0,0
Cristo Reyes,126,5,210,2,0 1,1,0
Cristo Reyes,127,1,501,3,0 0 1,1,0
Cristo Reyes,127,2,405,3,0 1 0,1,0
Cristo Reyes,127,3,320,3,0 0 1,1,0
Cristo Reyes,127,4,239,3,0 0 0,0,0
Cristo Reyes,128,1,501,3,1 0 1,2,0
Cristo Reyes,128,2,361,3,1 1 0,2,0
Cristo Reyes,128,3,221,1,1,1,0
Cristo Reyes,129,1,501,3,0 0 0,0,1
Cristo Reyes,129,2,441,3,0 1 0,1,1
Cristo Reyes,129,3,357,3,0 0 0,0,1
Cristo Reyes,129,4,309,3,0 0 1,1,1
Cristo Reyes,130,1,501,3,0 0 0,0,0
Cristo Reyes,130,2,473,3,1 0 0,1,0
Cristo Reyes,130,3,373,3,1 1 1,3,0
Cristo Reyes,130,4,193,1,0,0,0
Cristo Reyes,131,1,501,3,0 0 1,1,1
Cristo Reyes,131,2,401,3,0 0 0,0,1
Cristo Reyes,131,3,341,3,1 1 1,3,1
Cristo Reyes,132,1,501,3,1 0 0,1,0
Cristo Reyes,132,2,401,3,0 1 1,2,0
Cristo Reyes,132,3,261,3,0 0 1,1,0
Cristo Reyes,133,1,501,3,0 1 0,1,0
Cristo Reyes,133,2,401,3,1 1 0,2,0
Cristo Reyes,133,3,261,3,0 0 0,0,0
Cristo Reyes,133,4,206,2,0 1,1,0
Cristo Reyes,134,1,501,3,0 0 0,0,1
Cristo Reyes,134,2,441,3,0 1 0,1,1
Cristo Reyes,134,3,356,3,0 0 0,0,1
Cristo Reyes,134,4,296,3,0 0 0,0,1
Cristo Reyes,135,1,501,3,0 0 0,0,0
Cristo Reyes,135,2,441,3,1 1 1,3,0
Cristo Reyes,135,3,261,2,1 1,2,0
Cristo Reyes,136,1,501,3,0 0 1,1,0
Cristo Reyes,136,2,404,3,0 1 0,1,0
Cristo Reyes,136,3,304,3,0 0 1,1,0
Cristo Reyes,136,4,212,2,0 1,1,0
Cristo Reyes,137,1,501,3,1 0 1,2,0
Cristo Reyes,137,2,361,3,0 0 0,0,0
Cristo Reyes,137,3,317,3,0 1 0,1,0
Cristo Reyes,137,4,240,2,0 1,1,0
Cristo Reyes,138,1,501,3,0 1 1,2,0
Cristo Reyes,138,2,361,3,1 0 1,2,0
Cristo Reyes,138,3,221,3,0 0 0,0,0
Cristo Reyes,139,1,501,3,1 0 0,1,0
Cristo Reyes,139,2,420,3,1 1 0,2,0
Cristo Reyes,139,3,280,3,1 0 0,1,0
Cristo Reyes,139,4,180,1,0,0,0
Cristo Reyes,140,1,501,3,0 1 0,1,0
Cristo Reyes,140,2,401,3,0 1 0,1,0
Cristo Reyes,140,3,301,3,1 0 0,1,0
Cristo Reyes,140,4,201,2,0 0,0,0
Cristo Reyes,141,1,501,3,0 1 1,2,1
Cristo Reyes,141,2,380,3,0 1 1,2,1
Cristo Reyes,141,3,240,2,0 1,1,1
Cristo Reyes,142,1,501,3,1 0 0,1,1
Cristo Reyes,142,2,414,3,0 0 0,0,1
Cristo Reyes,142,3,355,3,0 1 0,1,1
Cristo Reyes,142,4,274,3,0 0 0,0,1
Cristo Reyes,142,5,214,2,0 1,1,1
Cristo Reyes,143,1,501,3,0 0 1,1,0
Cristo Reyes,143,2,405,3,0 0 0,0,0
Cristo Reyes,143,3,359,3,0 1 0,1,0
Cristo Reyes,143,4,259,3,1 0 0,1,0
Cristo Reyes,144,1,501,3,0 0 1,1,0
Cristo Reyes,144,2,401,3,1 1 1,3,0
Cristo Reyes,144,3,221,3,0 0 0,0,0
Cristo Reyes,145,1,501,3,1 1 1,3,1
Cristo Reyes,145,2,321,3,1 1 0,2,1
Cristo Reyes,145,3,181,1,0,0,1
Cristo Reyes,146,1,501,3,0 1 1,2,1
Cristo Reyes,146,2,366,3,0 1 0,1,1
Cristo Reyes,146,3,268,2,1 1,2,1
Cristo Reyes,147,1,501,3,0 0 1,1,1
Cristo Reyes,147,2,404,3,1 0 1,2,1
Cristo Reyes,147,3,264,3,0 0 0,0,1
Cristo Reyes,147,4,206,2,0 1,1,1
Cristo Reyes,148,1,501,3,1 1 0,2,0
Cristo Reyes,148,2,381,3,0 0 0,0,0
Cristo Reyes,148,3,340,3,0 0 1,1,0
Cristo Reyes,148,4,240,3,0 0 0,0,0
Cristo Reyes,148,5,195,1,0,0,0
Cristo Reyes,149,1,501,3,0 0 0,0,0
Cristo Reyes,149,2,454,3,0 0 0,0,0
Cristo Reyes,149,3,413,3,0 0 0,0,0
Cristo Reyes,149,4,373,3,1 0 0,1,0
Cristo Reyes,149,5,274,3,0 1 0,1,0
Cristo Reyes,150,1,501,3,1 0 0,1,0
Cristo Reyes,150,2,401,3,0 0 0,0,0
Cristo Reyes,150,3,341,3,1 0 0,1,0
Cristo Reyes,150,4,255,2,0 1,1,0
Cristo Reyes,151,1,501,3,0 0 0,0,0
Cristo Reyes,151,2,458,3,0 1 1,2,0
Cristo Reyes,151,3,324,3,0 0 0,0,0
Cristo Reyes,151,4,279,3,0 0 1,1,0
Cristo Reyes,151,5,183,1,1,1,0
Cristo Reyes,152,1,501,3,0 0 0,0,0
Cristo Reyes,152,2,458,3,1 0 0,1,0
Cristo Reyes,152,3,358,3,0 0 1,1,0
Cristo Reyes,152,4,258,3,0 0 0,0,0
Cristo Reyes,152,5,198,1,0,0,0
Cristo Reyes,153,1,501,3,0 0 0,0,1
Cristo Reyes,153,2,465,3,0 1 0,1,1
Cristo Reyes,153,3,365,3,1 0 1,2,1
Cristo Reyes,153,4,225,2,0 1,1,1
Cristo Reyes,154,1,501,3,0 0 1,1,1
Cristo Reyes,154,2,401,3,0 0 0,0,1
Cristo Reyes,154,3,342,3,0 0 0,0,1
Cristo Reyes,155,1,501,3,0 1 0,1,0
Cristo Reyes,155,2,401,3,0 1 1,2,0
Cristo Reyes,155,3,261,3,0 0 0,0,0
Cristo Reyes,155,4,217,2,0 1,1,0
Cristo Reyes,156,1,501,3,0 0 0,0,1
Cristo Reyes,156,2,442,3,1 1 0,2,1
Cristo Reyes,156,3,302,3,1 0 1,2,1
Cristo Reyes,157,1,501,3,0 0 0,0,0
Cristo Reyes,157,2,441,3,0 0 0,0,0
Cristo Reyes,157,3,383,3,0 0 1,1,0
Cristo Reyes,157,4,286,3,0 1 0,1,0
Cristo Reyes,157,5,186,1,0,0,0
Cristo Reyes,158,1,501,3,1 0 1,2,1
Cristo Reyes,158,2,361,3,1 0 0,1,1
Cristo Reyes,158,3,276,3,0 0 0,0,1
Cristo Reyes,158,4,218,2,0 1,1,1
Cristo Reyes,159,1,501,3,0 1 1,2,0
Cristo Reyes,159,2,366,3,0 0 0,0,0
Cristo Reyes,159,3,306,3,0 0 0,0,0
Cristo Reyes,159,4,248,2,1 0,1,0
Cristo Reyes,160,1,501,3,0 1 0,1,0
Cristo Reyes,160,2,420,3,0 0 1,1,0
Cristo Reyes,160,3,323,3,0 0 1,1,0
Cristo Reyes,160,4,230,1,1,1,0
Cristo Reyes,161,1,501,3,1 0 0,1,0
Cristo Reyes,161,2,401,3,0 0 1,1,0
Cristo Reyes,161,3,302,3,0 1 0,1,0
Cristo Reyes,161,4,206,1,1,1,0
Cristo Reyes,162,1,501,3,0 0 0,0,0
Cristo Reyes,162,2,446,3,0 1 0,1,0
Cristo Reyes,162,3,350,3,0 1 1,2,0
Cristo Reyes,162,4,216,3,0 0 1,1,0
Cristo Reyes,163,1,501,3,1 1 0,2,0
Cristo Reyes,163,2,361,3,0 0 0,0,0
Cristo Reyes,163,3,303,3,0 0 1,1,0
Cristo Reyes,163,4,204,2,0 0,0,0
Cristo Reyes,164,1,501,3,1 1 0,2,1
Cristo Reyes,164,2,361,3,0 0 1,1,1
Cristo Reyes,164,3,265,3,0 0 0,0,1
Cristo Reyes,164,4,220,3,0 0 0,0,1
Cristo Reyes,165,1,501,3,1 1 1,3,0
Cristo Reyes,165,2,321,3,1 0 0,1,0
Cristo Reyes,165,3,221,2,0 1,1,0
Cristo Reyes,166,1,501,3,1 0 0,1,0
Cristo Reyes,166,2,401,3,0 0 1,1,0
Cristo Reyes,166,3,301,3,1 0 0,1,0
Cristo Reyes,167,1,501,3,0 0 0,0,0
Cristo Reyes,167,2,441,3,1 1 1,3,0
Cristo Reyes,167,3,261,3,0 1 1,2,0
Cristo Reyes,168,1,501,3,0 0 0,0,0
Cristo Reyes,168,2,441,3,0 1 0,1,0
Cristo Reyes,168,3,345,3,1 0 1,2,0
Cristo Reyes,168,4,205,2,0 0,0,0
Cristo Reyes,169,1,501,3,0 0 1,1,0
Cristo Reyes,169,2,401,3,0 0 1,1,0
Cristo Reyes,169,3,316,3,1 1 1,3,0
Cristo Reyes,170,1,501,3,0 1 1,2,1
Cristo Reyes,170,2,376,3,0 0 1,1,1
Cristo Reyes,170,3,278,3,0 0 0,0,1
Cristo Reyes,170,4,223,3,0 0 1,1,1
Cristo Reyes,171,1,501,3,0 0 1,1,1
Cristo Reyes,171,2,408,3,1 0 0,1,1
Cristo Reyes,171,3,308,3,0 0 0,0,1
Cristo Reyes,171,4,250,3,0 0 0,0,1
Cristo Reyes,171,5,205,2,0 0,0,1
Cristo Reyes,172,1,501,3,1 0 0,1,1
Cristo Reyes,172,2,420,3,0 0 1,1,1
Cristo Reyes,172,3,320,3,1 0 1,2,1
Cristo Reyes,172,4,180,1,1,1,1
Cristo Reyes,173,1,501,3,0 1 0,1,1
Cristo Reyes,173,2,416,3,1 1 1,3,1
Cristo Reyes,173,3,236,2,0 1,1,1
Cristo Reyes,174,1,501,3,1 1 0,2,0
Cristo Reyes,174,2,376,3,1 0 1,2,0
Cristo Reyes,174,3,241,3,0 0 0,0,0
Cristo Reyes,174,4,181,1,0,0,0
Cristo Reyes,175,1,501,3,1 1 0,2,1
Cristo Reyes,175,2,361,3,1 1 1,3,1
Cristo Reyes,175,3,181,1,1,1,1
Cristo Reyes,176,1,501,3,0 1 0,1,0
Cristo Reyes,176,2,416,3,0 1 0,1,0
Cristo Reyes,176,3,320,3,0 1 0,1,0
Cristo Reyes,176,4,250,2,0 1,1,0
Cristo Reyes,177,1,501,3,1 0 0,1,1
Cristo Reyes,177,2,431,3,0 0 0,0,1
Cristo Reyes,177,3,373,3,0 0 0,0,1
Cristo Reyes,177,4,314,3,0 1 0,1,1
Cristo Reyes,177,5,218,1,1,1,1
Cristo Reyes,178,1,501,3,0 0 0,0,0
Cristo Reyes,178,2,441,3,0 1 0,1,0
Cristo Reyes,178,3,346,3,0 0 1,1,0
Cristo Reyes,178,4,262,3,0 0 0,0,0
Cristo Reyes,178,5,209,2,0 1,1,0
Cristo Reyes,179,1,501,3,0 0 0,0,0
Cristo Reyes,179,2,453,3,0 0 0,0,0
Cristo Reyes,179,3,426,3,0 0 0,0,0
Cristo Reyes,179,4,379,3,0 0 0,0,0
Cristo Reyes,179,5,333,3,0 0 0,0,0
Cristo Reyes,179,6,288,3,1 0 0,1,0
Cristo Reyes,180,1,501,3,0 0 0,0,0
Cristo Reyes,180,2,456,3,1 1 1,3,0
Cristo Reyes,180,3,276,2,1 1,2,0
Cristo Reyes,181,1,501,3,1 0 0,1,0
Cristo Reyes,181,2,416,3,0 0 0,0,0
Cristo Reyes,181,3,371,3,1 0 1,2,0
Cristo Reyes,181,4,234,3,0 0 0,0,0
Cristo Reyes,182,1,501,3,1 1 0,2,0
Cristo Reyes,182,2,380,3,0 0 1,1,0
Cristo Reyes,182,3,284,3,0 1 1,2,0
Cristo Reyes,183,1,501,3,0 1 0,1,0
Cristo Reyes,183,2,405,3,0 1 0,1,0
Cristo Reyes,183,3,309,3,0 1 0,1,0
Cristo Reyes,183,4,211,2,0 0,0,0
Cristo Reyes,184,1,501,3,1 0 0,1,0
Cristo Reyes,184,2,401,3,1 0 0,1,0
Cristo Reyes,184,3,301,3,0 0 0,0,0
Cristo Reyes,184,4,242,3,0 1 0,1,0
Cristo Reyes,185,1,501,3,1 0 1,2,0
Cristo Reyes,185,2,361,3,0 0 0,0,0
Cristo Reyes,185,3,304,3,0 1 0,1,0
Cristo Reyes,185,4,204,1,1,1,0
Cristo Reyes,186,1,501,3,1 0 0,1,1
Cristo Reyes,186,2,401,3,0 0 1,1,1
Cristo Reyes,186,3,316,3,1 0 0,1,1
Cristo Reyes,186,4,216,2,0 1,1,1
