name,TSID,turn_in_leg,pbt_start,n_throws,triple_seq,n_success,wonprevious
Cristo Reyes,187,1,501,3,0 1 1,2,1
Cristo Reyes,187,2,361,3,1 0 0,1,1
Cristo Reyes,187,3,261,3,0 0 0,0,1
Cristo Reyes,187,4,204,1,1,1,1
Cristo Reyes,188,1,501,3,1 0 0,1,0
Cristo Reyes,188,2,401,3,1 1 1,3,0
Cristo Reyes,188,3,221,3,0 0 0,0,0
Cristo Reyes,188,4,181,1,0,0,0
Cristo Reyes,189,1,501,3,1 0 1,2,1
Cristo Reyes,189,2,376,3,1 0 0,1,1
Cristo Reyes,189,3,282,3,0 0 0,0,1
Cristo Reyes,189,4,225,3,0 0 0,0,1
Cristo Reyes,189,5,180,1,0,0,1
Cristo Reyes,190,1,501,3,1 0 1,2,0
Cristo Reyes,190,2,364,3,0 0 0,0,0
Cristo Reyes,190,3,320,3,1 1 0,2,0
Cristo Reyes,190,4,180,1,0,0,0
Cristo Reyes,191,1,501,3,1 0 1,2,1
Cristo Reyes,191,2,361,3,0 0 0,0,1
Cristo Reyes,191,3,318,3,0 0 0,0,1
Cristo Reyes,191,4,259,3,0 0 0,0,1
Cristo Reyes,191,5,205,2,0 1,1,1
Cristo Reyes,192,1,501,3,1 0 0,1,0
Cristo Reyes,192,2,421,3,0 1 0,1,0
Cristo Reyes,192,3,336,3,0 1 0,1,0
Cristo Reyes,192,4,240,2,0 1,1,0
Cristo Reyes,193,1,501,3,0 0 0,0,1
Cristo Reyes,193,2,441,3,0 0 0,0,1
Cristo Reyes,193,3,382,3,1 0 0,1,1
Cristo Reyes,193,4,282,3,0 0 1,1,1
Cristo Reyes,193,5,182,1,0,0,1
Darren Webster,1,1,501,3,0 1 0,1,0
Darren Webster,1,2,401,3,0 0 0,0,0
Darren Webster,1,3,341,3,0 0 1,1,0
Darren Webster,1,4,241,2,1 1,2,0
Darren Webster,2,1,501,3,1 1 0,2,0
Darren Webster,2,2,361,3,0 1 1,2,0
Darren Webster,2,3,238,1,1,1,0
Darren Webster,3,1,501,3,0 0 0,0,1
Darren Webster,3,2,441,3,1 1 0,2,1
Darren Webster,3,3,301,3,0 1 0,1,1
Darren Webster,3,4,201,1,1,1,1
Darren Webster,4,1,501,3,0 1 1,2,1
Darren Webster,4,2,361,3,0 0 1,1,1
Darren Webster,4,3,279,3,0 1 0,1,1
Darren Webster,4,4,180,1,0,0,1
Darren Webster,5,1,501,3,1 0 0,1,0
Darren Webster,5,2,401,3,0 0 1,1,0
Darren Webster,5,3,301,3,0 1 0,1,0
Darren Webster,5,4,202,1,1,1,0
Darren Webster,6,1,501,3,1 0 1,2,1
Darren Webster,6,2,361,3,0 0 1,1,1
Darren Webster,6,3,261,3,0 1 0,1,1
Darren Webster,6,4,180,1,0,0,1
Darren Webster,7,1,501,3,1 0 0,1,0
Darren Webster,7,2,404,3,1 1 0,2,0
Darren Webster,7,3,264,3,0 0 0,0,0
Darren Webster,7,4,204,2,0 1,1,0
Darren Webster,8,1,501,3,0 1 1,2,1
Darren Webster,8,2,370,3,0 1 0,1,1
Darren Webster,8,3,270,2,1 1,2,1
Darren Webster,9,1,501,3,0 0 1,1,0
Darren Webster,9,2,401,3,0 1 0,1,0
Darren Webster,9,3,318,3,1 0 0,1,0
Darren Webster,9,4,220,1,1,1,0
Darren Webster,10,1,501,3,0 0 0,0,0
Darren Webster,10,2,477,3,1 0 1,2,0
Darren Webster,10,3,337,3,1 0 1,2,0
Darren Webster,10,4,197,1,1,1,0
Darren Webster,11,1,501,3,1 1 0,2,1
Darren Webster,11,2,361,3,0 1 0,1,1
Darren Webster,11,3,278,3,1 0 0,1,1
Darren Webster,11,4,195,1,0,0,1
Darren Webster,12,1,501,3,1 0 0,1,0
Darren Webster,12,2,401,3,1 0 0,1,0
Darren Webster,12,3,304,3,1 1 0,2,0
Darren Webster,13,1,501,3,1 0 1,2,0
Darren Webster,13,2,361,3,0 0 0,0,0
Darren Webster,13,3,301,3,0 0 1,1,0
Darren Webster,13,4,219,2,0 0,0,0
Darren Webster,14,1,501,3,0 1 0,1,1
Darren Webster,14,2,420,3,1 0 0,1,1
Darren Webster,14,3,320,3,0 1 0,1,1
Darren Webster,14,4,225,2,0 1,1,1
Darren Webster,15,1,501,3,1 1 0,2,0
Darren Webster,15,2,365,3,0 0 0,0,0
Darren Webster,15,3,305,3,0 0 0,0,0
Darren Webster,15,4,247,2,0 1,1,0
Darren Webster,16,1,501,3,0 0 1,1,1
Darren Webster,16,2,420,3,1 0 1,2,1
Darren Webster,16,3,280,3,0 1 0,1,1
Darren Webster,16,4,180,1,1,1,1
Darren Webster,17,1,501,3,0 0 0,0,0
Darren Webster,17,2,460,3,1 1 0,2,0
Darren Webster,17,3,320,3,0 1 1,2,0
Darren Webster,17,4,180,1,0,0,0
Darren Webster,18,1,501,3,1 1 0,2,1
Darren Webster,18,2,361,3,0 1 0,1,1
Darren Webster,18,3,264,3,0 1 0,1,1
Darren Webster,19,1,501,3,0 1 0,1,0
Darren Webster,19,2,402,3,0 0 0,0,0
Darren Webster,19,3,342,3,0 0 0,0,0
Darren Webster,19,4,282,3,0 0 0,0,0
Darren Webster,19,5,222,3,0 0 0,0,0
Darren Webster,19,6,180,1,0,0,0
Darren Webster,20,1,501,3,0 0 1,1,0
Darren Webster,20,2,401,3,0 1 0,1,0
Darren Webster,20,3,301,3,0 1 1,2,0
Darren Webster,21,1,501,3,1 0 1,2,0
Darren Webster,21,2,361,3,1 0 1,2,0
Darren Webster,21,3,221,3,0 0 0,0,0
Darren Webster,21,4,191,2,0 1,1,0
Darren Webster,22,1,501,3,0 1 1,2,1
Darren Webster,22,2,361,3,0 0 0,0,1
Darren Webster,22,3,318,3,0 1 1,2,1
Darren Webster,22,4,195,1,1,1,1
Darren Webster,23,1,501,3,0 0 0,0,0
Darren Webster,23,2,458,3,0 0 0,0,0
Darren Webster,23,3,398,3,0 0 0,0,0
Darren Webster,23,4,338,3,0 0 0,0,0
Darren Webster,23,5,293,3,0 1 0,1,0
Darren Webster,23,6,193,1,0,0,0
Darren Webster,24,1,501,3,0 1 0,1,0
Darren Webster,24,2,401,3,1 1 1,3,0
Darren Webster,24,3,221,2,0 1,1,0
Darren Webster,25,1,501,3,0 0 0,0,1
Darren Webster,25,2,441,3,0 1 0,1,1
Darren Webster,25,3,342,3,0 0 1,1,1
Darren Webster,25,4,242,2,0 1,1,1
Darren Webster,26,1,501,3,1 0 1,2,0
Darren Webster,26,2,378,3,0 0 0,0,0
Darren Webster,26,3,318,3,0 0 0,0,0
Darren Webster,26,4,277,3,0 0 0,0,0
Darren Webster,26,5,232,2,0 1,1,0
Darren Webster,27,1,501,3,1 0 0,1,0
Darren Webster,27,2,401,3,0 0 0,0,0
Darren Webster,27,3,341,3,0 1 0,1,0
Darren Webster,27,4,241,2,1 0,1,0
Darren Webster,28,1,501,3,1 0 1,2,1
Darren Webster,28,2,361,3,1 0 0,1,1
Darren Webster,28,3,261,3,1 0 1,2,1
Darren Webster,29,1,501,3,1 0 0,1,0
Darren Webster,29,2,401,3,0 0 0,0,0
Darren Webster,29,3,360,3,1 1 0,2,0
Darren Webster,29,4,220,3,0 0 0,0,0
Darren Webster,30,1,501,3,0 1 0,1,0
Darren Webster,30,2,401,3,1 1 0,2,0
Darren Webster,30,3,265,3,0 1 0,1,0
Darren Webster,31,1,501,3,0 0 0,0,1
Darren Webster,31,2,441,3,1 1 1,3,1
Darren Webster,31,3,261,3,0 0 1,1,1
Darren Webster,32,1,501,3,0 1 0,1,0
Darren Webster,32,2,401,3,0 0 1,1,0
Darren Webster,32,3,304,3,1 0 1,2,0
Darren Webster,32,4,181,1,0,0,0
Darren Webster,33,1,501,3,0 0 0,0,0
Darren Webster,33,2,443,3,0 1 1,2,0
Darren Webster,33,3,303,3,0 0 0,0,0
Darren Webster,33,4,244,2,1 0,1,0
Darren Webster,34,1,501,3,0 0 1,1,0
Darren Webster,34,2,401,3,0 0 0,0,0
Darren Webster,34,3,344,3,0 1 1,2,0
Darren Webster,34,4,204,2,0 0,0,0
Darren Webster,35,1,501,3,0 1 0,1,1
Darren Webster,35,2,404,3,1 0 0,1,1
Darren Webster,35,3,304,3,0 0 1,1,1
Darren Webster,36,1,501,3,0 1 1,2,0
Darren Webster,36,2,361,3,0 0 0,0,0
Darren Webster,36,3,301,3,1 0 0,1,0
Darren Webster,36,4,201,2,0 0,0,0
Darren Webster,37,1,501,3,1 1 0,2,0
Darren Webster,37,2,361,3,0 0 0,0,0
Darren Webster,37,3,301,3,0 1 1,2,0
Darren Webster,38,1,501,3,1 0 0,1,0
Darren Webster,38,2,401,3,1 1 0,2,0
Darren Webster,38,3,261,3,0 0 1,1,0
Darren Webster,39,1,501,3,1 1 0,2,1
Darren Webster,39,2,361,3,1 0 1,2,1
Darren Webster,39,3,230,3,0 0 0,0,1
Darren Webster,39,4,190,1,0,0,1
Darren Webster,40,1,501,3,0 0 0,0,1
Darren Webster,40,2,442,3,1 1 1,3,1
Darren Webster,40,3,268,3,0 1 0,1,1
Darren Webster,40,4,190,1,1,1,1
Darren Webster,41,1,501,3,1 0 0,1,1
Darren Webster,41,2,401,3,1 1 1,3,1
Darren Webster,41,3,221,3,0 0 0,0,1
Darren Webster,41,4,180,1,0,0,1
Darren Webster,42,1,501,3,1 0 1,2,0
Darren Webster,42,2,361,3,0 0 0,0,0
Darren Webster,42,3,301,3,1 1 1,3,0
Darren Webster,43,1,501,3,1 0 1,2,1
Darren Webster,43,2,361,3,0 0 0,0,1
Darren Webster,43,3,304,3,1 1 1,3,1
Darren Webster,44,1,501,3,1 1 1,3,1
Darren Webster,44,2,327,3,1 1 0,2,1
Darren Webster,44,3,187,1,0,0,1
Darren Webster,45,1,501,3,0 0 0,0,1
Darren Webster,45,2,458,3,0 1 1,2,1
Darren Webster,45,3,318,3,0 1 0,1,1
Darren Webster,45,4,218,2,0 1,1,1
Darren Webster,46,1,501,3,0 1 0,1,0
Darren Webster,46,2,401,3,0 0 0,0,0
Darren Webster,46,3,360,3,0 1 1,2,0
Darren Webster,46,4,220,1,1,1,0
Darren Webster,47,1,501,3,0 0 0,0,0
Darren Webster,47,2,441,3,1 0 0,1,0
Darren Webster,47,3,342,3,0 0 1,1,0
Darren Webster,47,4,242,2,1 1,2,0
Darren Webster,48,1,501,3,0 1 1,2,1
Darren Webster,48,2,364,3,0 1 0,1,1
Darren Webster,48,3,264,3,0 1 0,1,1
Darren Webster,49,1,501,3,0 1 0,1,1
Darren Webster,49,2,401,3,1 0 1,2,1
Darren Webster,49,3,261,3,0 1 1,2,1
Darren Webster,50,1,501,3,0 0 1,1,0
Darren Webster,50,2,401,3,0 1 0,1,0
Darren Webster,50,3,301,3,0 0 0,0,0
Darren Webster,50,4,256,2,1 0,1,0
Darren Webster,51,1,501,3,1 1 0,2,1
Darren Webster,51,2,361,3,0 0 0,0,1
Darren Webster,51,3,301,3,0 1 1,2,1
Darren Webster,51,4,182,1,0,0,1
Darren Webster,52,1,501,3,0 1 0,1,0
Darren Webster,52,2,401,3,1 0 1,2,0
Darren Webster,52,3,261,3,1 0 0,1,0
Darren Webster,53,1,501,3,0 1 0,1,1
Darren Webster,53,2,401,3,1 1 1,3,1
Darren Webster,53,3,221,1,1,1,1
Darren Webster,54,1,501,3,0 0 0,0,0
Darren Webster,54,2,459,3,0 0 0,0,0
Darren Webster,54,3,399,3,0 1 0,1,0
Darren Webster,54,4,300,3,0 0 0,0,0
Darren Webster,54,5,259,3,0 0 0,0,0
Darren Webster,54,6,212,2,0 0,0,0
Darren Webster,55,1,501,3,0 0 1,1,0
Darren Webster,55,2,401,3,0 1 0,1,0
Darren Webster,55,3,301,3,0 0 0,0,0
Darren Webster,55,4,275,3,0 0 1,1,0
Darren Webster,56,1,501,3,0 0 1,1,1
Darren Webster,56,2,405,3,0 1 1,2,1
Darren Webster,56,3,265,3,0 0 1,1,1
Darren Webster,57,1,501,3,0 0 1,1,0
Darren Webster,57,2,423,3,0 0 1,1,0
Darren Webster,57,3,323,3,1 1 0,2,0
Darren Webster,57,4,183,1,1,1,0
Darren Webster,58,1,501,3,1 1 0,2,1
Darren Webster,58,2,361,3,1 1 0,2,1
Darren Webster,58,3,225,2,0 1,1,1
Darren Webster,59,1,501,3,0 1 0,1,1
Darren Webster,59,2,435,3,1 1 1,3,1
Darren Webster,59,3,255,3,0 0 0,0,1
Darren Webster,59,4,195,1,0,0,1
Darren Webster,60,1,501,3,0 1 0,1,0
Darren Webster,60,2,418,3,1 0 0,1,0
Darren Webster,60,3,318,3,1 0 0,1,0
Darren Webster,60,4,238,1,1,1,0
Darren Webster,61,1,501,3,1 1 1,3,1
Darren Webster,61,2,321,3,1 1 0,2,1
Darren Webster,61,3,181,1,1,1,1
Darren Webster,62,1,501,3,1 0 1,2,0
Darren Webster,62,2,361,3,1 1 0,2,0
Darren Webster,62,3,221,2,0 1,1,0
Darren Webster,63,1,501,3,1 0 1,2,1
Darren Webster,63,2,361,3,1 1 0,2,1
Darren Webster,63,3,221,2,0 1,1,1
Darren Webster,64,1,501,3,1 1 1,3,1
Darren Webster,64,2,321,3,0 1 0,1,1
Darren Webster,64,3,221,1,1,1,1
Darren Webster,65,1,501,3,0 1 0,1,1
Darren Webster,65,2,401,3,0 0 0,0,1
Darren Webster,65,3,346,3,0 1 1,2,1
Darren Webster,65,4,206,3,0 0 0,0,1
Darren Webster,66,1,501,3,0 0 1,1,0
Darren Webster,66,2,420,3,0 0 0,0,0
Darren Webster,66,3,360,3,1 0 0,1,0
Darren Webster,66,4,260,3,0 1 1,2,0
Darren Webster,67,1,501,3,0 1 1,2,1
Darren Webster,67,2,361,3,0 0 1,1,1
Darren Webster,67,3,261,2,1 1,2,1
Darren Webster,68,1,501,3,0 0 0,0,1
Darren Webster,68,2,458,3,0 1 0,1,1
Darren Webster,68,3,362,3,0 0 1,1,1
Darren Webster,68,4,280,3,0 1 0,1,1
Darren Webster,68,5,203,1,1,1,1
Darren Webster,69,1,501,3,0 1 1,2,0
Darren Webster,69,2,361,3,1 1 0,2,0
Darren Webster,69,3,221,2,0 1,1,0
Darren Webster,70,1,501,3,0 1 0,1,1
Darren Webster,70,2,401,3,0 0 1,1,1
Darren Webster,70,3,301,3,0 1 0,1,1
Darren Webster,71,1,501,3,0 0 0,0,0
Darren Webster,71,2,466,3,0 0 0,0,0
Darren Webster,71,3,406,3,1 0 1,2,0
Darren Webster,71,4,285,3,0 1 1,2,0
Darren Webster,72,1,501,3,0 1 1,2,0
Darren Webster,72,2,380,3,1 1 0,2,0
Darren Webster,72,3,259,2,1 0,1,0
Darren Webster,73,1,501,3,0 0 0,0,0
Darren Webster,73,2,458,3,1 1 1,3,0
Darren Webster,73,3,278,3,0 0 0,0,0
Darren Webster,73,4,220,3,0 0 0,0,0
Darren Webster,74,1,501,3,1 0 0,1,0
Darren Webster,74,2,403,3,0 0 0,0,0
Darren Webster,74,3,350,3,1 0 0,1,0
Darren Webster,74,4,250,2,1 0,1,0
Darren Webster,75,1,501,3,0 1 1,2,1
Darren Webster,75,2,361,3,0 1 1,2,1
Darren Webster,75,3,221,3,0 0 0,0,1
Darren Webster,76,1,501,3,0 1 1,2,1
Darren Webster,76,2,361,3,0 1 1,2,1
Darren Webster,76,3,232,1,1,1,1
Darren Webster,77,1,501,3,1 1 1,3,1
Darren Webster,77,2,324,3,0 0 1,1,1
Darren Webster,77,3,243,3,0 0 0,0,1
Darren Webster,78,1,501,3,1 0 0,1,0
Darren Webster,78,2,416,3,0 0 1,1,0
Darren Webster,78,3,335,3,0 0 1,1,0
Darren Webster,78,4,235,3,0 0 0,0,0
Darren Webster,79,1,501,3,0 0 1,1,0
Darren Webster,79,2,401,3,0 1 0,1,0
Darren Webster,79,3,301,3,0 1 1,2,0
Darren Webster,80,1,501,3,1 1 1,3,1
Darren Webster,80,2,321,3,0 1 1,2,1
Darren Webster,80,3,181,1,0,0,1
Darren Webster,81,1,501,3,0 0 0,0,1
Darren Webster,81,2,477,3,1 1 0,2,1
Darren Webster,81,3,352,3,1 0 0,1,1
Darren Webster,81,4,252,3,0 0 1,1,1
Darren Webster,82,1,501,3,0 1 0,1,0
Darren Webster,82,2,401,3,0 0 1,1,0
Darren Webster,82,3,301,3,0 1 0,1,0
Darren Webster,82,4,218,1,1,1,0
Darren Webster,83,1,501,3,0 0 0,0,1
Darren Webster,83,2,460,3,0 1 0,1,1
Darren Webster,83,3,360,3,1 0 1,2,1
Darren Webster,83,4,220,3,0 0 1,1,1
Darren Webster,84,1,501,3,0 0 1,1,0
Darren Webster,84,2,442,3,1 0 0,1,0
Darren Webster,84,3,344,3,0 0 1,1,0
Darren Webster,84,4,244,3,0 0 1,1,0
Darren Webster,85,1,501,3,0 1 1,2,1
Darren Webster,85,2,361,3,0 0 0,0,1
Darren Webster,85,3,320,3,1 1 1,3,1
Darren Webster,86,1,501,3,0 0 0,0,1
Darren Webster,86,2,448,3,1 0 1,2,1
Darren Webster,86,3,308,3,0 0 0,0,1
Darren Webster,86,4,250,2,1 0,1,1
Darren Webster,87,1,501,3,0 1 1,2,0
Darren Webster,87,2,361,3,1 1 1,3,0
Darren Webster,87,3,181,1,0,0,0
Darren Webster,88,1,501,3,0 1 0,1,0
Darren Webster,88,2,401,3,0 0 0,0,0
Darren Webster,88,3,341,3,1 0 1,2,0
Darren Webster,88,4,201,2,0 1,1,0
Darren Webster,89,1,501,3,0 1 1,2,0
Darren Webster,89,2,380,3,1 1 0,2,0
Darren Webster,89,3,240,3,0 0 0,0,0
Darren Webster,89,4,180,1,1,1,0
Darren Webster,90,1,501,3,1 1 1,3,1
Darren Webster,90,2,321,3,0 0 0,0,1
Darren Webster,90,3,261,3,1 0 1,2,1
Darren Webster,91,1,501,3,1 0 1,2,1
Darren Webster,91,2,361,3,1 0 0,1,1
Darren Webster,91,3,264,3,1 0 0,1,1
Darren Webster,92,1,501,3,0 1 1,2,1
Darren Webster,92,2,361,3,0 1 1,2,1
Darren Webster,92,3,230,3,0 0 0,0,1
Darren Webster,93,1,501,3,0 1 0,1,0
Darren Webster,93,2,416,3,1 1 0,2,0
Darren Webster,93,3,276,3,0 1 0,1,0
Darren Webster,94,1,501,3,0 1 1,2,0
Darren Webster,94,2,361,3,1 0 1,2,0
Darren Webster,94,3,236,2,0 1,1,0
Darren Webster,95,1,501,3,0 1 1,2,0
Darren Webster,95,2,361,3,0 0 1,1,0
Darren Webster,95,3,261,3,0 0 0,0,0
Darren Webster,95,4,201,2,0 0,0,0
Darren Webster,96,1,501,3,0 1 0,1,0
Darren Webster,96,2,420,3,1 1 0,2,0
Darren Webster,96,3,280,3,0 1 0,1,0
Darren Webster,96,4,180,1,0,0,0
Darren Webster,97,1,501,3,1 1 0,2,0
Darren Webster,97,2,361,3,1 1 0,2,0
Darren Webster,97,3,221,1,1,1,0
Darren Webster,98,1,501,3,0 1 0,1,0
Darren Webster,98,2,401,3,1 0 1,2,0
Darren Webster,98,3,261,3,1 0 0,1,0
Darren Webster,99,1,501,3,0 1 0,1,1
Darren Webster,99,2,401,3,0 0 0,0,1
Darren Webster,99,3,341,3,0 0 1,1,1
Darren Webster,99,4,241,2,1 0,1,1
Darren Webster,100,1,501,3,1 0 0,1,0
Darren Webster,100,2,401,3,0 0 1,1,0
Darren Webster,100,3,310,3,0 0 0,0,0
Darren Webster,100,4,250,3,0 0 0,0,0
Darren Webster,100,5,190,1,1,1,0
Darren Webster,101,1,501,3,1 0 0,1,1
Darren Webster,101,2,404,3,1 0 1,2,1
Darren Webster,101,3,264,3,0 0 1,1,1
Darren Webster,102,1,501,3,1 0 1,2,0
Darren Webster,102,2,361,3,0 0 1,1,0
Darren Webster,102,3,261,3,0 0 0,0,0
Darren Webster,102,4,201,2,0 0,0,0
Darren Webster,103,1,501,3,0 0 0,0,0
Darren Webster,103,2,441,3,0 0 1,1,0
Darren Webster,103,3,350,3,0 1 0,1,0
Darren Webster,103,4,250,3,0 0 0,0,0
Darren Webster,104,1,501,3,0 0 0,0,0
Darren Webster,104,2,475,3,0 0 0,0,0
Darren Webster,104,3,415,3,1 1 0,2,0
Darren Webster,104,4,275,3,1 0 0,1,0
Darren Webster,104,5,209,2,0 1,1,0
Darren Webster,105,1,501,3,1 1 1,3,1
Darren Webster,105,2,321,3,0 1 1,2,1
Darren Webster,105,3,181,1,0,0,1
Darren Webster,106,1,501,3,1 0 0,1,1
Darren Webster,106,2,401,3,1 0 0,1,1
Darren Webster,106,3,304,3,0 1 1,2,1
Darren Webster,107,1,501,3,0 1 0,1,0
Darren Webster,107,2,420,3,1 1 0,2,0
Darren Webster,107,3,280,3,0 1 0,1,0
Darren Webster,107,4,180,1,1,1,0
Darren Webster,108,1,501,3,0 1 0,1,1
Darren Webster,108,2,401,3,0 0 1,1,1
Darren Webster,108,3,320,3,0 0 1,1,1
Darren Webster,108,4,223,2,0 1,1,1
Darren Webster,109,1,501,3,1 1 0,2,1
Darren Webster,109,2,361,3,0 0 0,0,1
Darren Webster,109,3,301,3,0 0 1,1,1
Darren Webster,109,4,201,3,0 0 0,0,1
Darren Webster,110,1,501,3,0 1 0,1,0
Darren Webster,110,2,402,3,0 0 0,0,0
Darren Webster,110,3,342,3,1 0 1,2,0
Darren Webster,110,4,202,1,1,1,0
Darren Webster,111,1,501,3,0 1 0,1,0
Darren Webster,111,2,401,3,0 0 0,0,0
Darren Webster,111,3,356,3,0 0 1,1,0
Darren Webster,111,4,256,3,0 1 0,1,0
Darren Webster,112,1,501,3,0 1 0,1,0
Darren Webster,112,2,401,3,1 1 1,3,0
Darren Webster,112,3,221,1,1,1,0
Darren Webster,113,1,501,3,1 1 1,3,1
Darren Webster,113,2,321,3,0 1 0,1,1
Darren Webster,113,3,224,3,0 0 0,0,1
Darren Webster,114,1,501,3,0 0 0,0,1
Darren Webster,114,2,441,3,0 0 1,1,1
Darren Webster,114,3,366,3,1 0 1,2,1
Darren Webster,114,4,245,3,0 0 0,0,1
Darren Webster,114,5,200,2,0 0,0,1
Darren Webster,115,1,501,3,1 1 0,2,0
Darren Webster,115,2,361,3,1 1 1,3,0
Darren Webster,115,3,187,1,0,0,0
Darren Webster,116,1,501,3,0 0 0,0,0
Darren Webster,116,2,441,3,1 1 0,2,0
Darren Webster,116,3,301,3,0 0 1,1,0
Darren Webster,116,4,218,2,0 0,0,0
Darren Webster,117,1,501,3,1 1 1,3,0
Darren Webster,117,2,321,3,1 1 0,2,0
Darren Webster,117,3,181,2,0 1,1,0
Darren Webster,118,1,501,3,1 0 0,1,1
Darren Webster,118,2,406,3,1 1 0,2,1
Darren Webster,118,3,266,3,0 1 1,2,1
Darren Webster,119,1,501,3,1 1 1,3,1
Darren Webster,119,2,321,3,0 0 0,0,1
Darren Webster,119,3,261,2,1 1,2,1
Darren Webster,120,1,501,3,0 0 0,0,1
Darren Webster,120,2,454,3,0 1 1,2,1
Darren Webster,120,3,314,3,0 1 0,1,1
Darren Webster,120,4,251,2,1 1,2,1
Darren Webster,121,1,501,3,1 1 0,2,0
Darren Webster,121,2,361,3,1 0 1,2,0
Darren Webster,121,3,221,1,1,1,0
Darren Webster,122,1,501,3,0 0 1,1,0
Darren Webster,122,2,401,3,0 1 0,1,0
Darren Webster,122,3,301,3,0 0 0,0,0
Darren Webster,122,4,256,2,0 1,1,0
Darren Webster,123,1,501,3,0 0 0,0,1
Darren Webster,123,2,441,3,0 1 0,1,1
Darren Webster,123,3,341,3,0 0 1,1,1
Darren Webster,123,4,259,2,1 0,1,1
Darren Webster,124,1,501,3,0 0 0,0,0
Darren Webster,124,2,441,3,0 0 0,0,0
Darren Webster,124,3,398,3,0 1 0,1,0
Darren Webster,124,4,298,3,1 0 1,2,0
Darren Webster,125,1,501,3,0 1 0,1,1
Darren Webster,125,2,401,3,0 1 1,2,1
Darren Webster,125,3,280,3,1 0 1,2,1
Darren Webster,126,1,501,3,0 1 0,1,1
Darren Webster,126,2,420,3,1 0 0,1,1
Darren Webster,126,3,320,3,0 0 0,0,1
Darren Webster,126,4,260,3,0 1 0,1,1
Darren Webster,127,1,501,3,0 0 0,0,1
Darren Webster,127,2,449,3,0 0 0,0,1
Darren Webster,127,3,408,3,0 0 0,0,1
Darren Webster,127,4,348,3,1 0 0,1,1
Darren Webster,127,5,272,2,1 1,2,1
Darren Webster,128,1,501,3,1 1 1,3,0
Darren Webster,128,2,321,3,0 0 1,1,0
Darren Webster,128,3,221,3,0 0 0,0,0
Darren Webster,129,1,501,3,0 0 0,0,1
Darren Webster,129,2,443,3,0 1 1,2,1
Darren Webster,129,3,324,3,0 0 1,1,1
Darren Webster,129,4,224,1,1,1,1
Darren Webster,130,1,501,3,1 1 0,2,0
Darren Webster,130,2,361,3,0 1 0,1,0
Darren Webster,130,3,264,2,1 1,2,0
Darren Webster,131,1,501,3,0 1 0,1,0
Darren Webster,131,2,410,3,1 0 0,1,0
Darren Webster,131,3,311,3,0 0 1,1,0
Darren Webster,131,4,231,3,0 0 0,0,0
Darren Webster,132,1,501,3,1 1 1,3,0
Darren Webster,132,2,321,3,1 1 0,2,0
Darren Webster,132,3,181,1,0,0,0
Darren Webster,133,1,501,3,1 1 0,2,1
Darren Webster,133,2,361,3,1 0 1,2,1
Darren Webster,133,3,240,2,1 0,1,1
Darren Webster,134,1,501,3,1 1 0,2,0
Darren Webster,134,2,361,3,0 0 0,0,0
Darren Webster,134,3,320,3,1 0 0,1,0
Darren Webster,134,4,220,1,1,1,0
Darren Webster,135,1,501,3,0 1 1,2,0
Darren Webster,135,2,361,3,0 0 1,1,0
Darren Webster,135,3,261,3,0 0 0,0,0
Darren Webster,135,4,233,2,0 1,1,0
Darren Webster,136,1,501,3,0 1 0,1,0
Darren Webster,136,2,402,3,1 0 1,2,0
Darren Webster,136,3,262,2,1 1,2,0
Darren Webster,137,1,501,3,1 0 1,2,1
Darren Webster,137,2,361,3,0 0 0,0,1
Darren Webster,137,3,318,3,1 0 1,2,1
Darren Webster,138,1,501,3,0 0 0,0,0
Darren Webster,138,2,475,3,0 0 0,0,0
Darren Webster,138,3,447,3,0 0 0,0,0
Darren Webster,138,4,387,3,1 0 1,2,0
Darren Webster,138,5,247,2,0 1,1,0
Darren Webster,139,1,501,3,0 0 0,0,0
Darren Webster,139,2,441,3,0 1 1,2,0
Darren Webster,139,3,301,3,0 0 1,1,0
Darren Webster,139,4,223,2,0 1,1,0
Darren Webster,140,1,501,3,1 0 1,2,0
Darren Webster,140,2,361,3,0 1 1,2,0
Darren Webster,140,3,221,3,0 0 0,0,0
Darren Webster,140,4,191,1,0,0,0
Darren Webster,141,1,501,3,1 0 1,2,1
Darren Webster,141,2,366,3,0 1 0,1,1
Darren Webster,141,3,266,3,0 0 0,0,1
Darren Webster,141,4,207,2,0 1,1,1
Darren Webster,142,1,501,3,1 0 1,2,0
Darren Webster,142,2,361,3,0 0 1,1,0
Darren Webster,142,3,261,3,0 1 1,2,0
Darren Webster,143,1,501,3,0 1 0,1,1
Darren Webster,143,2,417,3,1 1 0,2,1
Darren Webster,143,3,277,2,1 1,2,1
Darren Webster,144,1,501,3,1 0 1,2,1
Darren Webster,144,2,370,3,1 0 0,1,1
Darren Webster,144,3,270,3,0 1 0,1,1
Darren Webster,145,1,501,3,1 0 1,2,0
Darren Webster,145,2,361,3,1 0 0,1,0
Darren Webster,145,3,278,2,1 1,2,0
Darren Webster,146,1,501,3,1 1 0,2,0
Darren Webster,146,2,378,3,1 0 0,1,0
Darren Webster,146,3,278,3,1 0 1,2,0
Darren Webster,147,1,501,3,0 0 0,0,1
Darren Webster,147,2,443,3,1 0 1,2,1
Darren Webster,147,3,303,3,1 0 0,1,1
Darren Webster,147,4,224,3,0 0 1,1,1
Darren Webster,148,1,501,3,0 1 0,1,1
